"","mse_pre","mse_aft","mse_ratio"
"Mean",964.850504572022,1348.27928717901,1.61863116893019
"SCM",2530.11117861147,3395.7214666482,1.50391440181765
"BSS-simplex",1409.8684404798,1804.473374013,1.55911803317765
"MIO_SCM",1407.96815493777,1797.8199267567,1.54744445927732
"PDA",10.0826870043889,142.644390935898,17.8020552149744
"LASSO",5.30803701903788,77.857743436742,29.417689261267
"NET",6.01296524276832,62.0420975580898,23.0901041708634
"SCM0",1432.97343650662,1798.05354511885,1.47362076244709
"IFE0",319.263781946305,923.796028531827,3.8088535666458
"MIO0",20.0299178377467,181.600952135229,73.5833894718302
"IFE",331.607424634465,932.643422073372,3.65229956521626
"semi1",3.75470005501791,225.700773807041,107.468046928582
"semi3",7.53340890055302,88.915372509801,26.7708223633179
"Mygsynth",426.180806068677,898.109397097115,2.55480614166857
"gsynth_lsls",709.008190318048,1017.53942493795,1.64826368692601
"gsynth_lslasso",579.67404394483,955.10171206816,1.884212349506
"gsynth_simplex",449.425522625249,904.783287669213,2.41705193808615
"gsynth_mio",688.122676671169,1015.37177314468,1.76304475970155
"Hsiaols",1051.14951524594,1532.03976593512,2.00913299461237
"Hsiaosimplex",838.1648963408,1031.0528449522,1.43281892948541
"MC",2621.35231006955,4276.27526886034,2.58272988291426
