"","mse_pre","mse_aft","mse_ratio"
"Mean",318.684374496004,684.255652150922,2.47729465661242
"SCM",62.3602688173736,68.6943816796653,1.49600027833571
"BSS-simplex",36.835740581756,65.7190264042822,2.07526182707886
"MIO_SCM",29.0638956818365,74.3562551751914,2.7426666454621
"PDA",9.00239937364914,113.184075874327,26.3375792323918
"LASSO",8.38400734750384,91.6201856919943,26.6229007096238
"NET",9.78841643448408,95.3229658740398,29.4207986014678
"SCM0",47.610737408866,126.225753544823,2.55671862946839
"IFE0",24.8983112411684,59.5184075509223,2.91581757704279
"MIO0",18.0549003747568,92.1637332294098,8.91622746042334
"IFE",5.79615946670823,11.7292048089515,2.72236292786384
"semi1",0.203103632872998,8.38179387207611,62.2338389395496
"semi3",0.823905299074079,5.4892851927223,29.2274001231499
"Mygsynth",5.94519679881038,11.7578223295923,2.50696200293047
"gsynth_lsls",9.73941110489351,12.9095616520404,1.44337508840771
"gsynth_lslasso",6.30609196888699,9.44388066853167,1.64579489550854
"gsynth_simplex",4.88071439232414,8.47355219433135,1.98310227516331
"gsynth_mio",8.73868661920063,12.5864424752642,1.71168120015296
"Hsiaols",1697.74421985214,2651.71718140902,1.60377626861771
"hsiaosimplex",1245.48174094585,2650.01869743101,3.42269578024666
"MC",1095.82580375131,1905.34663223321,2.38542979569217
